Material Name,Material Code,Item Category,Item Group,UOM
ROTARY VALVE - FR2550(SUS304),ROTARY VALVE - FR2550(SUS304),IMPORTED,PROJECT MATERIALS,NOS
ROTARY VALVE - FR25M,ROTARY VALVE - FR25M,IMPORTED,PROJECT MATERIALS,NOS
ROTARY VALVE FR-15100,ROTARY VALVE FR-15100,IMPORTED,PROJECT MATERIALS,NOS
ROTARY VALVE FR-20M,ROTARY VALVE FR-20M,INDIGENOUS,PROJECT MATERIALS,NOS
ROTARY VALVE FR-2506E,ROTARY VALVE FR-2506E,IMPORTED,PROJECT MATERIALS,NOS
ROTARY VALVE FR-25M,ROTARY VALVE FR-25M,INDIGENOUS,PROJECT MATERIALS,NOS
ROTARY VALVE FR-30E (SUS304),ROTARY VALVE FR-30E (SUS304),IMPORTED,PROJECT MATERIALS,NOS
ROTARY VALVE FR-30L,ROTARY VALVE FR-30L,INDIGENOUS,PROJECT MATERIALS,NOS
ROUND KEY HOLE,ROUND KEY HOLE,INDIGENOUS,PROJECT MATERIALS,NOS
ROUTEL BOLT TF11X,ROUTEL BOLT TF11X,INDIGENOUS,PROJECT MATERIALS,NOS
RT 260A 017 D 002166 - DANFOSS,RT 260A 017 D 002166 - DANFOSS,INDIGENOUS,PROJECT MATERIALS,NOS
RT 5 AL 017L004066 DANFOSS PRESSTART,RT 5 AL 017L004066 DANFOSS PRESSTART,INDIGENOUS,PROJECT MATERIALS,NOS
RUBBER PACKING 110 MM,RUBBER PACKING 110 MM,INDIGENOUS,PROJECT MATERIALS,NOS
RUBBER PACKING 75 MM,RUBBER PACKING 75 MM,INDIGENOUS,PROJECT MATERIALS,NOS
RUBBER PACKING 90 MM,RUBBER PACKING 90 MM,INDIGENOUS,PROJECT MATERIALS,NOS
RUBBER SOCKET 102 DIA,RUBBER SOCKET 102 DIA,INDIGENOUS,PROJECT MATERIALS,NOS
RUBBER SOCKET 96 DIA,RUBBER SOCKET 96 DIA,INDIGENOUS,PROJECT MATERIALS,NOS
RUGIANO INSERT TABLE PARIDE AS IN PICTURE FOR A SIZE OF DIA 30 X H 45 CM FINISH IN GUNMETAL,RUGIANO INSERT TABLE PARIDE AS IN PICTURE FOR A SIZE OF DIA 30 X H 45 CM FINISH IN GUNMETAL,INDIGENOUS,PROJECT MATERIALS,NOS
SAFETY GRILLS,SAFETY GRILLS,INDIGENOUS,PROJECT MATERIALS,KGS
SAFETY SHOWER,SAFETY SHOWER,INDIGENOUS,PROJECT MATERIALS,NOS
SAMPLE TILE,SAMPLE TILE,INDIGENOUS,PROJECT MATERIALS,NOS
SAMSUNG 22 INCH LCD TV,SAMSUNG 22 INCH LCD TV,INDIGENOUS,PROJECT MATERIALS,NOS
SAND-PROJECT WORK,SAND-PROJECT WORK,INDIGENOUS,PROJECT MATERIALS,UNIT
SATRU SOIL (TOP LAYER),SATRU SOIL (TOP LAYER),INDIGENOUS,PROJECT MATERIALS,UNITS
SC/LC 3MTRS PATCH CORDS,SC/LC 3MTRS PATCH CORDS,INDIGENOUS,PROJECT MATERIALS,NOS
SCA 100 148 B 6002 - DANFOSS,SCA 100 148 B 6002 - DANFOSS,INDIGENOUS,PROJECT MATERIALS,NOS
SCA 65 148 B 5803 - DANFOSS,SCA 65 148 B 5803 - DANFOSS,INDIGENOUS,PROJECT MATERIALS,NOS
SCA 80 148 B 5902 - DANFOSS,SCA 80 148 B 5902 - DANFOSS,INDIGENOUS,PROJECT MATERIALS,NOS
SCAFFOLDING,SCAFFOLDING,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 10MM X 4MM,SCREW 10MM X 4MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 13MM X 4MM,SCREW 13MM X 4MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 16MM X 3MM,SCREW 16MM X 3MM,INDIGENOUS,PROJECT MATERIALS,Pkt
SCREW 18MM X 6MM,SCREW 18MM X 6MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 19MM X 6 MM,SCREW 19MM X 6 MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 60MM X 10MM,SCREW 60MM X 10MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW 75MM X 10MM,SCREW 75MM X 10MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW CK 10MM X 75MM,SCREW CK 10MM X 75MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW CONVEYOR DIA 200 X 2000 MM LONG WITH TOP COVER DROP BOTTOM W/O MOTOR,SCREW CONVEYOR DIA 200 X 2000 MM LONG WITH TOP COVER DROP BOTTOM W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,MTRS
SCREW CONVEYOR DIA 200 X 4000 MM LONG WITH TOP COVER DRO BOTTOM W/O MOTOR,SCREW CONVEYOR DIA 200 X 4000 MM LONG WITH TOP COVER DRO BOTTOM W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,MTRS
SCREW CONVEYOR DIA 200 X 4200 MM LONG WITH TOP COVER DROP BOTTOM W/O MOTOR,SCREW CONVEYOR DIA 200 X 4200 MM LONG WITH TOP COVER DROP BOTTOM W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,MTRS
SCREW CONVEYOR DIA 200 X 4600 MM LONG WITH TOP COVER DRO BOTTOM W/O MOTOR,SCREW CONVEYOR DIA 200 X 4600 MM LONG WITH TOP COVER DRO BOTTOM W/O MOTOR,INDIGENOUS,PROJECT MATERIALS,MTRS
SCREW CONVEYOR HSC-25-150,SCREW CONVEYOR HSC-25-150,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-170,SCREW CONVEYOR HSC-25-170,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-215,SCREW CONVEYOR HSC-25-215,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-220,SCREW CONVEYOR HSC-25-220,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-230,SCREW CONVEYOR HSC-25-230,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-235,SCREW CONVEYOR HSC-25-235,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-250,SCREW CONVEYOR HSC-25-250,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-370,SCREW CONVEYOR HSC-25-370,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR HSC-25-420,SCREW CONVEYOR HSC-25-420,IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR SC-1,SCREW CONVEYOR SC-1,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW CONVEYOR SC-16-152(SUS-304),SCREW CONVEYOR SC-16-152(SUS-304),IMPORTED,PROJECT MATERIALS,NOS
SCREW CONVEYOR SC-16-182,SCREW CONVEYOR SC-16-182,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER - FSC/16-120,SCREW FEEDER - FSC/16-120,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-100,SCREW FEEDER HSC-25-100,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-155,SCREW FEEDER HSC-25-155,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-160,SCREW FEEDER HSC-25-160,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-170,SCREW FEEDER HSC-25-170,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-255,SCREW FEEDER HSC-25-255,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-270,SCREW FEEDER HSC-25-270,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-280,SCREW FEEDER HSC-25-280,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-310,SCREW FEEDER HSC-25-310,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-90,SCREW FEEDER HSC-25-90,IMPORTED,PROJECT MATERIALS,NOS
SCREW FEEDER HSC-25-95,SCREW FEEDER HSC-25-95,IMPORTED,PROJECT MATERIALS,NOS
SCREW WITH WASHER SELF DRILLING 12G-14 TPI X 25MM,SCREW WITH WASHER SELF DRILLING 12G-14 TPI X 25MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREW WITH WASHER SELF DRILLING 12G-14 TPI X 55MM,SCREW WITH WASHER SELF DRILLING 12G-14 TPI X 55MM,INDIGENOUS,PROJECT MATERIALS,NOS
SCREWS 38X8 STAR HEAD SS,SCREWS 38X8 STAR HEAD SS,INDIGENOUS,PROJECT MATERIALS,NOS
SCRUBBERS-P,SCRUBBERS-P,INDIGENOUS,PROJECT MATERIALS,NOS
SEA WATER UV WATER DISINFECTION SYSTEM MODEL NO GLS150,SEA WATER UV WATER DISINFECTION SYSTEM MODEL NO GLS150,INDIGENOUS,PROJECT MATERIALS,Set
SEAGATE ST6000VX0023 6TB SKYHAWK SATA III 3.5 INCH INTERNAL HDD,SEAGATE ST6000VX0023 6TB SKYHAWK SATA III 3.5 INCH INTERNAL HDD,INDIGENOUS,PROJECT MATERIALS,NOS
SEALY GEL LUX FIBER PILLOW,SEALY GEL LUX FIBER PILLOW,INDIGENOUS,PROJECT MATERIALS,NOS
SEALY HOTEL IMPERIAL 183x213x30,SEALY HOTEL IMPERIAL 183x213x30,INDIGENOUS,PROJECT MATERIALS,NOS
SEALY HYBRID MEMORY FOAM 183x213x26,SEALY HYBRID MEMORY FOAM 183x213x26,INDIGENOUS,PROJECT MATERIALS,NOS
SEALY PROTECTOR 183 X 213,SEALY PROTECTOR 183 X 213,INDIGENOUS,PROJECT MATERIALS,NOS
SEALY ROYAL CREATION 183x213x35 CM,SEALY ROYAL CREATION 183x213x35 CM,INDIGENOUS,PROJECT MATERIALS,NOS
SEAMLESS PIPE IDA 120,SEAMLESS PIPE IDA 120,INDIGENOUS,PROJECT MATERIALS,MTRS
SEAT COVER WHITE (2301),SEAT COVER WHITE (2301),INDIGENOUS,PROJECT MATERIALS,NOS
SEMI GRAVEL,SEMI GRAVEL,INDIGENOUS,PROJECT MATERIALS,UNIT
SEPERATOR HOPPER SH-30,SEPERATOR HOPPER SH-30,IMPORTED,PROJECT MATERIALS,NOS
SEPERATOR MOTOR 7.5HP 4P,SEPERATOR MOTOR 7.5HP 4P,IMPORTED,PROJECT MATERIALS,NOS
SEWING HEAD (DS-6W),SEWING HEAD (DS-6W),IMPORTED,PROJECT MATERIALS,NOS
SFU 125A WITHOUT ENCLOSURE/ L AND T,SFU 125A WITHOUT ENCLOSURE/ L AND T,INDIGENOUS,PROJECT MATERIALS,NOS
SFU 250A WITHOUT ENCLOSURE/ L AND T,SFU 250A WITHOUT ENCLOSURE/ L AND T,INDIGENOUS,PROJECT MATERIALS,NOS
SH00010546 DECORATIVE WOODEN FB-2562 A ELEPHANT ON LOG MULTI 6.7X4X21.6 IN MULTI,SH00010546 DECORATIVE WOODEN FB-2562 A ELEPHANT ON LOG MULTI 6.7X4X21.6 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SH00010547 DECORATIVE WOODEN FB-2562 B ELEPHANT ON LOG MULTI 5.7X4X20 IN MULTI,SH00010547 DECORATIVE WOODEN FB-2562 B ELEPHANT ON LOG MULTI 5.7X4X20 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SH00010549 DECORATIVE WOODEN FFG-2483 A ABSTRACT FIGURE MULTI 4X2.35X24.4 IN MULTI,SH00010549 DECORATIVE WOODEN FFG-2483 A ABSTRACT FIGURE MULTI 4X2.35X24.4 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SH00010550 DECORATIVE WOODEN FFG-2483 B ABSTRACT FIGURE MULTI 4X2.35X19.7 IN MULTI,SH00010550 DECORATIVE WOODEN FFG-2483 B ABSTRACT FIGURE MULTI 4X2.35X19.7 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SH00012196 SIDE TABLE SMITH METAL ST BANSWARA WHITE 15X15X24 IN WHITE,SH00012196 SIDE TABLE SMITH METAL ST BANSWARA WHITE 15X15X24 IN WHITE,INDIGENOUS,PROJECT MATERIALS,NOS
SH00012574 CHAIR WITH ARMS NEW EVAN COLLECTIVE MULTI ENGLISH BROWN 32X28X33 IN ENGLISH BR,SH00012574 CHAIR WITH ARMS NEW EVAN COLLECTIVE MULTI ENGLISH BROWN 32X28X33 IN ENGLISH BR,INDIGENOUS,PROJECT MATERIALS,NOS
SH00012602 CHAIR WITH ARMS ARIES 10372-LCD1M1 NATURAL L 2680 2- IVORY 32X35X35 IN NATURAL,SH00012602 CHAIR WITH ARMS ARIES 10372-LCD1M1 NATURAL L 2680 2- IVORY 32X35X35 IN NATURAL,INDIGENOUS,PROJECT MATERIALS,NOS
SH00012872 SIDE TABLE SMITH METAL ST BANSWARA WHITE 12X12X27 IN WHITE,SH00012872 SIDE TABLE SMITH METAL ST BANSWARA WHITE 12X12X27 IN WHITE,INDIGENOUS,PROJECT MATERIALS,NOS
SH00014393 BOOKEND FBE-921 DEER HEAD BEIGE 11X 4X 17 IN BEIGE,SH00014393 BOOKEND FBE-921 DEER HEAD BEIGE 11X 4X 17 IN BEIGE,INDIGENOUS,PROJECT MATERIALS,NOS
SH000237 PRINTED FABRIC HYACINTH PETRO MULTI PRINT- 54 IN,SH000237 PRINTED FABRIC HYACINTH PETRO MULTI PRINT- 54 IN,INDIGENOUS,PROJECT MATERIALS,NOS
SH000300 PRINTED FABRIC CLOTH KYLE DP 824-SH7-54 IN,SH000300 PRINTED FABRIC CLOTH KYLE DP 824-SH7-54 IN,INDIGENOUS,PROJECT MATERIALS,NOS
SH0006706 PLACEMAT MORNING GLORY NAVY MAROON -19X13 IN NAVY MAROO,SH0006706 PLACEMAT MORNING GLORY NAVY MAROON -19X13 IN NAVY MAROO,INDIGENOUS,PROJECT MATERIALS,NOS
SH0006799 SOLID FABRIC MIKADO GM 1904011F001-144-OLIVE -55IL,SH0006799 SOLID FABRIC MIKADO GM 1904011F001-144-OLIVE -55IL,INDIGENOUS,PROJECT MATERIALS,NOS
SH0007466 SOLID FABRIC CLOTH L2755-3 55 IN,SH0007466 SOLID FABRIC CLOTH L2755-3 55 IN,INDIGENOUS,PROJECT MATERIALS,NOS
SH0008457 SOFA NEW ALDEN S6006 3ST BLK MAT XSD123-17 IVORY 90X38X27 IN BLACK MATT,SH0008457 SOFA NEW ALDEN S6006 3ST BLK MAT XSD123-17 IVORY 90X38X27 IN BLACK MATT,INDIGENOUS,PROJECT MATERIALS,NOS
SH0008793 DECORATIVE WOODEN CARVED MUSICIAN-1 SHR-103 MULTI-6.5X10X28 IN MULTI,SH0008793 DECORATIVE WOODEN CARVED MUSICIAN-1 SHR-103 MULTI-6.5X10X28 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SH0008794 DECORATIVE WOODEN CARVED MUSICIAN-2 SHR-103 MULTI-7X10X30 IN MULTI,SH0008794 DECORATIVE WOODEN CARVED MUSICIAN-2 SHR-103 MULTI-7X10X30 IN MULTI,INDIGENOUS,PROJECT MATERIALS,NOS
SHELF BUTTONS SS FINISH,SHELF BUTTONS SS FINISH,INDIGENOUS,PROJECT MATERIALS,NOS
SHOWER CONTROL Â½ INCH,SHOWER CONTROL Â½ INCH,INDIGENOUS,PROJECT MATERIALS,NOS
SIDE MOUNTED STAIRCASE AND CUTOUT GLASS RAILING WITH 45MM DIA SS WOODEN COATED STUDS 12MM TOUGH GLOS,SIDE MOUNTED STAIRCASE AND CUTOUT GLASS RAILING WITH 45MM DIA SS WOODEN COATED STUDS 12MM TOUGH GLOS,INDIGENOUS,PROJECT MATERIALS,Rft
SIDE STORAGE RETURN TABLE 900W*450D*750HT,SIDE STORAGE RETURN TABLE 900W*450D*750HT,INDIGENOUS,PROJECT MATERIALS,NOS
SIDE TABLE 1.3FT DIA TABLE AND 1FT DIA TABLE VENEERED TABLE WITH WOODEN BASE IN MATT FINISH,SIDE TABLE 1.3FT DIA TABLE AND 1FT DIA TABLE VENEERED TABLE WITH WOODEN BASE IN MATT FINISH,INDIGENOUS,PROJECT MATERIALS,NOS
SIDE TABLE 1.9FT X 1.6FT BEDSIDE TABLE IN MATT PU PAINT FINISH WITH TWO DRAWERS,SIDE TABLE 1.9FT X 1.6FT BEDSIDE TABLE IN MATT PU PAINT FINISH WITH TWO DRAWERS,INDIGENOUS,PROJECT MATERIALS,NOS
SIDE TABLE 450 DIA X 550 HT POLISHED VENEERED TABLE WITH APPROVED MATT FINISH,SIDE TABLE 450 DIA X 550 HT POLISHED VENEERED TABLE WITH APPROVED MATT FINISH,INDIGENOUS,PROJECT MATERIALS,NOS
SIDE TABLE LIVING ROOM DIA 450 MM,SIDE TABLE LIVING ROOM DIA 450 MM,INDIGENOUS,PROJECT MATERIALS,NOS
SIDEBOARD 8FT X 1.6FT SIDEBOARD IN PU FINISH WITH WICKER FACIA IN SHUTTERS AND DRAWERS WITH METAL FI,SIDEBOARD 8FT X 1.6FT SIDEBOARD IN PU FINISH WITH WICKER FACIA IN SHUTTERS AND DRAWERS WITH METAL FI,INDIGENOUS,PROJECT MATERIALS,NOS
SIGNATURE BY EPISODE SIG-36-AW-ICDVC SIGNATURE 3 SERIES 6INCH ALL WEATHER IN-CEILING DUAL VOICE COIL,SIGNATURE BY EPISODE SIG-36-AW-ICDVC SIGNATURE 3 SERIES 6INCH ALL WEATHER IN-CEILING DUAL VOICE COIL,INDIGENOUS,PROJECT MATERIALS,NOS
SILENCER F1-B1200,SILENCER F1-B1200,IMPORTED,PROJECT MATERIALS,NOS
SILENCERÂ  XSQF610,SILENCERÂ  XSQF610,IMPORTED,PROJECT MATERIALS,NOS
SILICONE SEALENT,SILICONE SEALENT,INDIGENOUS,PROJECT MATERIALS,NOS
SINGLE LEAF DOOR (MINIMAL SYSTEM) GLASS: 8MM THICKCLEAR THIN FLUTED T/G. SIZE:910MM (W) X 2850MM (H),SINGLE LEAF DOOR (MINIMAL SYSTEM) GLASS: 8MM THICKCLEAR THIN FLUTED T/G. SIZE:910MM (W) X 2850MM (H),INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF DOOR (MINIMAL SYSTEM) SIZE :920MM (W) X2900MM (H) - 01NOS),SINGLE LEAF DOOR (MINIMAL SYSTEM) SIZE :920MM (W) X2900MM (H) - 01NOS),INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF DOOR (MINIMAL SYSTEM) SIZE:910MM (W) X 2850MM (H) -01NOS),SINGLE LEAF DOOR (MINIMAL SYSTEM) SIZE:910MM (W) X 2850MM (H) -01NOS),INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF DOOR WITH FIXED PARTITION (MINIMAL SYSTEM) GLASS: 8MM THICK CLEAR AND 8MM THIN FLUTED T/,SINGLE LEAF DOOR WITH FIXED PARTITION (MINIMAL SYSTEM) GLASS: 8MM THICK CLEAR AND 8MM THIN FLUTED T/,INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF OPENABLE PIVOT DOOR WITH FIX PARTITION (MINIMAL SYSTEM) GLASS: 8MM CLEAR T/G. SIZE: (02N,SINGLE LEAF OPENABLE PIVOT DOOR WITH FIX PARTITION (MINIMAL SYSTEM) GLASS: 8MM CLEAR T/G. SIZE: (02N,INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF OPENABLE PIVOT DOOR WITH FIX PARTITION (MINIMAL SYSTEM) GLASS: 8MM CLEAR T/G. SIZE: (03N,SINGLE LEAF OPENABLE PIVOT DOOR WITH FIX PARTITION (MINIMAL SYSTEM) GLASS: 8MM CLEAR T/G. SIZE: (03N,INDIGENOUS,PROJECT MATERIALS,SFT
SINGLE LEAF WOODEN DOOR FRAME WITH COMBINATION OF MOPS V401 AND V405 (SIZE 1050WX3000H),SINGLE LEAF WOODEN DOOR FRAME WITH COMBINATION OF MOPS V401 AND V405 (SIZE 1050WX3000H),INDIGENOUS,PROJECT MATERIALS,NOS
SINGLE LEAF WOODEN DOOR FRAME WITH COMBINATION OF MOPS V401 AND V405 (SIZE 900WX3000H),SINGLE LEAF WOODEN DOOR FRAME WITH COMBINATION OF MOPS V401 AND V405 (SIZE 900WX3000H),INDIGENOUS,PROJECT MATERIALS,NOS
SINGLE PADDLE MIXER BN-400P,SINGLE PADDLE MIXER BN-400P,IMPORTED,PROJECT MATERIALS,NOS
SINGLE POLE MCB 2 A,SINGLE POLE MCB 2 A,INDIGENOUS,PROJECT MATERIALS,NOS
SINGLE POLE MCB 4 A,SINGLE POLE MCB 4 A,INDIGENOUS,PROJECT MATERIALS,NOS
SINGLE POLE MCB 6 A,SINGLE POLE MCB 6 A,INDIGENOUS,PROJECT MATERIALS,NOS
SINTEX SHEET 6MM X 10 INCH X 12 FEET,SINTEX SHEET 6MM X 10 INCH X 12 FEET,INDIGENOUS,PROJECT MATERIALS,NOS
SITE CONTROL BOX,SITE CONTROL BOX,IMPORTED,PROJECT MATERIALS,NOS
SKIRTING,SKIRTING,INDIGENOUS,PROJECT MATERIALS,NOS
SKY BLUE CC SHEETS 0.50 MM THICK X 4.50 MTR LENGTH X 1.10 MTR WIDTH,SKY BLUE CC SHEETS 0.50 MM THICK X 4.50 MTR LENGTH X 1.10 MTR WIDTH,INDIGENOUS,PROJECT MATERIALS,NOS
"SKYLIGHT MOTOR , RECEIVER , REMOTE ONLY SKYLIGHT RECEIVER FOR AUTOMATION","SKYLIGHT MOTOR , RECEIVER , REMOTE ONLY SKYLIGHT RECEIVER FOR AUTOMATION",INDIGENOUS,PROJECT MATERIALS,NOS
"SKYLIGHT MOTOR , RECEIVER , REMOTE ONLY SKYLIGHT RECEIVER FOR AUTOMATION MORTISE HANDLE SS","SKYLIGHT MOTOR , RECEIVER , REMOTE ONLY SKYLIGHT RECEIVER FOR AUTOMATION MORTISE HANDLE SS",INDIGENOUS,PROJECT MATERIALS,Set
SLAG CEMENT,SLAG CEMENT,INDIGENOUS,PROJECT MATERIALS,BAGS
SLIDING GATE GEAR MOTOR,SLIDING GATE GEAR MOTOR,INDIGENOUS,PROJECT MATERIALS,NOS
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 3 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 3 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 4.25 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 4.25 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 4.50 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.00 FT X H 4.50 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.50 FT X H 4.00 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.50 FT X H 4.00 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.50 FT X H 4.50 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.50 FT X H 4.50 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.75 FT X H 4.50 FT,SLIDING WINDOW 2.5T-2P SW 5MM WHITE PINHEAD SS MESH TOUCH LOCK-W 4.75 FT X H 4.50 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-4P SW 5MM WHITE PINHEAD WITH SASH TOP FIXED TOUCH LOCK-W 6.25 FT X H 6.25 FT,SLIDING WINDOW 2.5T-4P SW 5MM WHITE PINHEAD WITH SASH TOP FIXED TOUCH LOCK-W 6.25 FT X H 6.25 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOW 2.5T-4P SW 5MM WHITE PINHEAD WITH SASH TOP FIXED TOUCH LOCK-W 7.50 FT X H 6.25 FT,SLIDING WINDOW 2.5T-4P SW 5MM WHITE PINHEAD WITH SASH TOP FIXED TOUCH LOCK-W 7.50 FT X H 6.25 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SLIDING WINDOWS 2T-1P MEGA SASH(IRON CHANNEL) 5MM BLACK TINTED W 4.0 FT X 7.0 FT,SLIDING WINDOWS 2T-1P MEGA SASH(IRON CHANNEL) 5MM BLACK TINTED W 4.0 FT X 7.0 FT,INDIGENOUS,PROJECT MATERIALS,SFT
SOAKING AGITATOR FRAME,SOAKING AGITATOR FRAME,INDIGENOUS,PROJECT MATERIALS,NOS
SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2200 MM X 1050 MM,SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2200 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2700 MM X 1050 MM,SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2700 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2200 MM X 1050 MM,SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2200 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2700 MM X 1050 MM,SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2700 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,MTRS
SOFA LEATHER LINEA 664 PELLE LIVING ROOM 2200 MM X 1050 MM,SOFA LEATHER LINEA 664 PELLE LIVING ROOM 2200 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,SFT
SOFA LEATHER LINEA 664 PELLE LIVING ROOM 2700 MM X 1050 MM,SOFA LEATHER LINEA 664 PELLE LIVING ROOM 2700 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,SFT
SOFA 2700 MMX1050 MM WITH FABRIC/LEATHER,SOFA 2700 MMX1050 MM WITH FABRIC/LEATHER,INDIGENOUS,PROJECT MATERIALS,NOS
SOFA 8FT LENGTH UPHOLSTERED SOFA WITH WOODEN FINISH BASE IN MATT FINISH,SOFA 8FT LENGTH UPHOLSTERED SOFA WITH WOODEN FINISH BASE IN MATT FINISH,INDIGENOUS,PROJECT MATERIALS,NOS
SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2200 MM X 1050 MM,SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2200 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,NOS
SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2700 MM X 1050 MM,SOFA FABRIC-WARWICK PLUSH IVORY LIVING ROOM 2700 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,NOS
SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2200 MM X 1050 MM,SOFA FABRIC-ZR TINTO 10611801 LIVING ROOM 2200 MM X 1050 MM,INDIGENOUS,PROJECT MATERIALS,NOS
