Material Name,Material Code,Item Category,Item Group,UOM
2.5 SQ.MM UNILAY TWISTED COIL 90MTR,2.5 SQ.MM UNILAY TWISTED COIL 90MTR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,COIL
2.5 SQ.MM X 12 CORE ARMOURED CABLE,2.5 SQ.MM X 12 CORE ARMOURED CABLE,PROJECT MATERIALS,STORES AND SPARES-IND,MTRS
2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) BLACK,2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) BLACK,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) BLUE COLOUR,2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) BLUE COLOUR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) GREEN,2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) GREEN,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) RED COLOUR,2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) RED COLOUR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) YELLOW,2.5 SQ.MM X SINGLE CORE COPPER WIRE COIL-270 MTR LENGTH (JUMBO COIL) YELLOW,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2.5 SQMM X 4 CORE COPPER ARMOUD CABLE,2.5 SQMM X 4 CORE COPPER ARMOUD CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
2.5 SQMM X 4 CORE FLEXIBLE DOUBLE SHIELDED CABLE,2.5 SQMM X 4 CORE FLEXIBLE DOUBLE SHIELDED CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
2.5 TRACK WITH MESH WINDOWS,2.5 TRACK WITH MESH WINDOWS,GENERAL,STORES AND SPARES-IND,SFT
2.5â€ AV VALVES-DA 65 ONLY ACTUATOR VALVE,2.5â€ AV VALVES-DA 65 ONLY ACTUATOR VALVE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 AMP SWITCHES,20 AMP SWITCHES,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 H.P FLANGE MOTOR FOR GEAR BOX BE 160 LA4,20 H.P FLANGE MOTOR FOR GEAR BOX BE 160 LA4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 HP GEAR BOX HELICAL GEAR WHEEL AND PINION SET,20 HP GEAR BOX HELICAL GEAR WHEEL AND PINION SET,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,Set
20 HP MOTOR ROTOR SHAFT EN-19,20 HP MOTOR ROTOR SHAFT EN-19,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"20 HP SUBMERSIBLE PUMPSET TARO TEXMO 3PH,2 1/2 16 STAGE","20 HP SUBMERSIBLE PUMPSET TARO TEXMO 3PH,2 1/2 16 STAGE",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 INCH CCK FILTER,20 INCH CCK FILTER,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 LTR BOSTIK 2 IN 1,20 LTR BOSTIK 2 IN 1,CIVIL,STORES AND SPARES-IND,NOS
20 MM CPVC 45 BEND,20 MM CPVC 45 BEND,CIVIL,STORES AND SPARES-IND,NOS
20 MM CPVC COUPLER,20 MM CPVC COUPLER,CIVIL,STORES AND SPARES-IND,NOS
20 MM CPVC STEP OVER BEND,20 MM CPVC STEP OVER BEND,CIVIL,STORES AND SPARES-IND,NOS
20 MM CPVC SWEEP BEND,20 MM CPVC SWEEP BEND,CIVIL,STORES AND SPARES-IND,NOS
"20 MYCRON FILLTER , 2 FEET LENGTH","20 MYCRON FILLTER , 2 FEET LENGTH",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 W 2FT TF LIGHTS,20 W 2FT TF LIGHTS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 W 2FT TF LIGHTS (BLUE),20 W 2FT TF LIGHTS (BLUE),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20 WALTS LED TUBELIGHT 4 FEET ( BLUE COLOUR),20 WALTS LED TUBELIGHT 4 FEET ( BLUE COLOUR),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20.0HP DIRECT DRIVE SCREW COMPRESSOR SERVICE KIT T00657,20.0HP DIRECT DRIVE SCREW COMPRESSOR SERVICE KIT T00657,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"200 HP ABB MAKE MOTOR DRIVE SIDE INNER GREASE CUP , MODEL :: E3BA315MLA4","200 HP ABB MAKE MOTOR DRIVE SIDE INNER GREASE CUP , MODEL :: E3BA315MLA4",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200 HP ABB MAKE MOTOR â€“RPM 1485 MODEL : E3BA315MLA4,200 HP ABB MAKE MOTOR â€“RPM 1485 MODEL : E3BA315MLA4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200 HP MOTOR SHAFT COLLAR,200 HP MOTOR SHAFT COLLAR,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200 KVAR APFC PANEL W/O INCOMMER SWITCH,200 KVAR APFC PANEL W/O INCOMMER SWITCH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200 MICRON CYST SEPARATION NET,200 MICRON CYST SEPARATION NET,GENERAL,STORES AND SPARES-IND,MTRS
"2000 A,3P,50KA,ACB,MAKE ABB","2000 A,3P,50KA,ACB,MAKE ABB",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB ARCING CONTACT SET,2000A ACB ARCING CONTACT SET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB FA2C CLOSING COIL FOR ABB MAKE,2000A ACB FA2C CLOSING COIL FOR ABB MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB FA2C TRIP COIL FOR ABB MAKE,2000A ACB FA2C TRIP COIL FOR ABB MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB FA2C UV COIL FOR ABB MAKE,2000A ACB FA2C UV COIL FOR ABB MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB MAIN MOVING CONTACT,2000A ACB MAIN MOVING CONTACT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2000A ACB MAKE SCHINDLER 3 POLE MDO 65KA,2000A ACB MAKE SCHINDLER 3 POLE MDO 65KA,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200A INVERTER WELDING M/C INPUT TERMINAL,200A INVERTER WELDING M/C INPUT TERMINAL,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200KG SESB-TYPE LOAD CELL (ADIARTECH-30310),200KG SESB-TYPE LOAD CELL (ADIARTECH-30310),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200MM END CAP UG ASHIRVAD,200MM END CAP UG ASHIRVAD,CIVIL,STORES AND SPARES-IND,NOS
200MM PVC 45BEMD UG PUSHFIT ASR,200MM PVC 45BEMD UG PUSHFIT ASR,CIVIL,STORES AND SPARES-IND,NOS
200MM PVC PLAIN Y PUSHFIT UG ASR,200MM PVC PLAIN Y PUSHFIT UG ASR,CIVIL,STORES AND SPARES-IND,NOS
200MM PVC PLAINSOCKET UG PUSHFIT ASR,200MM PVC PLAINSOCKET UG PUSHFIT ASR,CIVIL,STORES AND SPARES-IND,NOS
200MMT ROUND SEMI CONDUCTOR FUSE 200A,200MMT ROUND SEMI CONDUCTOR FUSE 200A,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200MMX6MTR SN-8 PIPES ASHIRAVD PUSHFIT,200MMX6MTR SN-8 PIPES ASHIRAVD PUSHFIT,CIVIL,STORES AND SPARES-IND,NOS
200W WARM WHITE 3000K LED FLOOD LIGHT,200W WARM WHITE 3000K LED FLOOD LIGHT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
200X160MM PVC REDUCER S UG PUSHFIT ASR,200X160MM PVC REDUCER S UG PUSHFIT ASR,CIVIL,STORES AND SPARES-IND,NOS
2016617 SENSOR GP-SP CAM(GMMCO),2016617 SENSOR GP-SP CAM(GMMCO),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
205 R16 W D-SPORT TUBELESS TYRE,205 R16 W D-SPORT TUBELESS TYRE,GENERAL,STORES AND SPARES-IND,NOS
205196 GASKET MANIFOLD EXHAUST FOR 320 KVA GENERATOR,205196 GASKET MANIFOLD EXHAUST FOR 320 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
205337 MANIFOLD EXHAUST(CENTRE)FOR 320 KVA GENERATOR,205337 MANIFOLD EXHAUST(CENTRE)FOR 320 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
205346 SPRING(KTA 1150 GENSET),205346 SPRING(KTA 1150 GENSET),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
205347 PLUNGER BYPASS(KTA 1150 GENSET),205347 PLUNGER BYPASS(KTA 1150 GENSET),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
205396 GASKET TURBO EXHAUST FOR 320 GENERATOR,205396 GASKET TURBO EXHAUST FOR 320 GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
206576 GASKET FOR 320 KVA GENERATOR,206576 GASKET FOR 320 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20A 2P METAL BOX WITH PLUG AND SOCKET,20A 2P METAL BOX WITH PLUG AND SOCKET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"20A, 1WAY SWITCH INDICATOR","20A, 1WAY SWITCH INDICATOR",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"20A,1P,MDS METAL BOX WITH PLUG AND SOCKET","20A,1P,MDS METAL BOX WITH PLUG AND SOCKET",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"20A,3P, MDS METAL BOX WITH PLUG AND SOCKET","20A,3P, MDS METAL BOX WITH PLUG AND SOCKET",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
20HP GEAR WHEEL SHAFT WITH COLLEAR,20HP GEAR WHEEL SHAFT WITH COLLEAR,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,Set
20MM BLENDS WITH FILLGEL 8801 DAFNE TILES,20MM BLENDS WITH FILLGEL 8801 DAFNE TILES,GENERAL,STORES AND SPARES-IND,SQMTRS
20MM CPVC 45BEND ASHIRVAD,20MM CPVC 45BEND ASHIRVAD,CIVIL,STORES AND SPARES-IND,NOS
210202 JOINT FD 30 SWARAJ,210202 JOINT FD 30 SWARAJ,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
216487 GASKET TURBO CROSS CONNECTION FOR CUMMINS GENSET,216487 GASKET TURBO CROSS CONNECTION FOR CUMMINS GENSET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
219138 NUT FOR 320 KVA GENERATOR,219138 NUT FOR 320 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
22 GAS,22 GAS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,KGS
22 GAS TIN VALVE,22 GAS TIN VALVE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
22 MODULAR AC PDB - LEGRAND MAKE,22 MODULAR AC PDB - LEGRAND MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
22.5 MM BUZZER WITH INDICATION,22.5 MM BUZZER WITH INDICATION,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
220V A/C BLUE COLOUR PANEL LED LIGHT INDICATOR-22MM,220V A/C BLUE COLOUR PANEL LED LIGHT INDICATOR-22MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
220V A/C RED COLOUR PANEL LED LIGHT INDICATOR-22MM,220V A/C RED COLOUR PANEL LED LIGHT INDICATOR-22MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
220V A/C YELLOW COLOUR PANEL LED LIGHT INDICATOR-22MM,220V A/C YELLOW COLOUR PANEL LED LIGHT INDICATOR-22MM,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
220V AC 2KVA OFF LINE UPS,220V AC 2KVA OFF LINE UPS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
225 SQMM COPPER LUGS,225 SQMM COPPER LUGS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2260800 SEAT FOR WASHBOY PUMP,2260800 SEAT FOR WASHBOY PUMP,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2399957 SENSOR GP-COOLANT LE(GMMCO),2399957 SENSOR GP-COOLANT LE(GMMCO),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
23A VERIAC (AUTO T/F) FOR 50KVA STABILIZER,23A VERIAC (AUTO T/F) FOR 50KVA STABILIZER,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"24-WAY DOUBLE DOOR LDB, LEGRAND MAKE","24-WAY DOUBLE DOOR LDB, LEGRAND MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"24-WAY DOUBLE DOOR LDB, LEGRAND MAKE CAT.NO.507671","24-WAY DOUBLE DOOR LDB, LEGRAND MAKE CAT.NO.507671",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
240 GB SSD SATA,240 GB SSD SATA,GENERAL,STORES AND SPARES-IND,NOS
240 S.Q MM COPPER CABLE,240 S.Q MM COPPER CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
240 SQ MM x 3 1/2 CORE CABLE GLANDS(SS),240 SQ MM x 3 1/2 CORE CABLE GLANDS(SS),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
240 SQ.MM 1 CORE COPPER FLEXIBLE CABLE,240 SQ.MM 1 CORE COPPER FLEXIBLE CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
24V DC LED STRIP ROLE,24V DC LED STRIP ROLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
24VDC SOURCE 4A,24VDC SOURCE 4A,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
24VDC SUITABLE FAN (BIG) FOR SV2200IP5A-4,24VDC SUITABLE FAN (BIG) FOR SV2200IP5A-4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
24VDC SUITABLE FAN (SMALL) FOR SV2200IP5A-4,24VDC SUITABLE FAN (SMALL) FOR SV2200IP5A-4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25 H.P FLANGE MOTOR FOR GEAR BOX BE 180M4,25 H.P FLANGE MOTOR FOR GEAR BOX BE 180M4,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25 KVAR CAPACITOR 3 PHASE - L AND T,25 KVAR CAPACITOR 3 PHASE - L AND T,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25 MM CPVC 45 BEND,25 MM CPVC 45 BEND,CIVIL,STORES AND SPARES-IND,NOS
25 MM MULTIPORT FOR RO PLANT,25 MM MULTIPORT FOR RO PLANT,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25 MM SPONGE SHEET 6X3 FEET,25 MM SPONGE SHEET 6X3 FEET,GENERAL,STORES AND SPARES-IND,NOS
25 SQ.MM 4 CORE COPPER ARMORED CABLE,25 SQ.MM 4 CORE COPPER ARMORED CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
25 SQ.MM MULTISTAND COPPER FLEXIBLE CABLE,25 SQ.MM MULTISTAND COPPER FLEXIBLE CABLE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
25 TESTS - HELINI EHP PCR KIT,25 TESTS - HELINI EHP PCR KIT,Q.C.,STORES AND SPARES-IND,NOS
25 TESTS - HELINI WSSV PCR KIT,25 TESTS - HELINI WSSV PCR KIT,Q.C.,STORES AND SPARES-IND,NOS
"250 A 4 POLE CHANGE OVER SWITCH WITHOUT ENCLOSURE, HPL","250 A 4 POLE CHANGE OVER SWITCH WITHOUT ENCLOSURE, HPL",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
250 A 4POLE CHANGEOVER SWITCH WITH ENCLOSURE,250 A 4POLE CHANGEOVER SWITCH WITH ENCLOSURE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
250 AMPS 3 POLE MCCB WITH ROTTER HANDLE,250 AMPS 3 POLE MCCB WITH ROTTER HANDLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
250 GB SSD SATA 2.5,250 GB SSD SATA 2.5,GENERAL,STORES AND SPARES-IND,NOS
250 W MH HIGH BAY TYPE,250 W MH HIGH BAY TYPE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,Set
250 W MH STREET LIGHT TYPE,250 W MH STREET LIGHT TYPE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,Set
250KG SESB-TYPE LOAD CELL (ADIARTECH-30310),250KG SESB-TYPE LOAD CELL (ADIARTECH-30310),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
250ML PVC SOLVENT CEMENT ASR,250ML PVC SOLVENT CEMENT ASR,CIVIL,STORES AND SPARES-IND,NOS
25171903SD00009 DRIVE WHEEL ASSBLY MH59179886 WHEEL RIM,25171903SD00009 DRIVE WHEEL ASSBLY MH59179886 WHEEL RIM,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25173800PA00482 SHIM BOTTOM CUP,25173800PA00482 SHIM BOTTOM CUP,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25173800PA00485 MOUNTING PLATE,25173800PA00485 MOUNTING PLATE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
255180 BREATHER 500 KVA CUMMINS GENERATOR,255180 BREATHER 500 KVA CUMMINS GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25MM BRASS BALL VALVE (ZOLOTO),25MM BRASS BALL VALVE (ZOLOTO),CIVIL,STORES AND SPARES-IND,NOS
25MM BRASS VERTICAL CHECK VALVE.IDEAL LIFE),25MM BRASS VERTICAL CHECK VALVE.IDEAL LIFE),CIVIL,STORES AND SPARES-IND,NOS
25MM CPVC BRASS MTA ASHIRVAD,25MM CPVC BRASS MTA ASHIRVAD,CIVIL,STORES AND SPARES-IND,NOS
25MM CPVC UNION ASHIRVAD,25MM CPVC UNION ASHIRVAD,CIVIL,STORES AND SPARES-IND,NOS
25MM FRP GRATING MESH 38 X 38 MM 580 X 3660 MM LONG WITH CLAMP,25MM FRP GRATING MESH 38 X 38 MM 580 X 3660 MM LONG WITH CLAMP,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25NB ABS THREADED T FITTING,25NB ABS THREADED T FITTING,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
25X20MM CPVC REDUCER TEE ASHIRVAD,25X20MM CPVC REDUCER TEE ASHIRVAD,CIVIL,STORES AND SPARES-IND,NOS
25X3 CU FLAT WITH PROXY INSULATORS FOR 3 LAS,25X3 CU FLAT WITH PROXY INSULATORS FOR 3 LAS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,Set
262-2662 ALTERNATOR GP CHARGING FOR GMMCO 500 KVA GENSET,262-2662 ALTERNATOR GP CHARGING FOR GMMCO 500 KVA GENSET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
26924 MCB AUX SWITCH,26924 MCB AUX SWITCH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
27121602 PA00345 SEALKIT SIDE CYLINDER,27121602 PA00345 SEALKIT SIDE CYLINDER,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"2865519 SWITCH,MAGNETIC FOR CUMMINS GENERATOR","2865519 SWITCH,MAGNETIC FOR CUMMINS GENERATOR",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2A-3.5 A MPCB WITH AUXALIARY CONTACT,2A-3.5 A MPCB WITH AUXALIARY CONTACT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2FT X 12MM GROUTING BOLTS AND NUTS 8 NOS,2FT X 12MM GROUTING BOLTS AND NUTS 8 NOS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,KGS
2H3932 SEAL O RING (GMMCO),2H3932 SEAL O RING (GMMCO),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2H75 Q CASING FOR 10 H.P - CGH093,2H75 Q CASING FOR 10 H.P - CGH093,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2HP GEAR BOX HELICAL GEAR WHEEL-56 TEETH AND PINION - 28 TEETH,2HP GEAR BOX HELICAL GEAR WHEEL-56 TEETH AND PINION - 28 TEETH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,Set
2HP GEAR BOX HELICAL GEAR WHEEL-56 TEETH AND PINION-28 TEETH,2HP GEAR BOX HELICAL GEAR WHEEL-56 TEETH AND PINION-28 TEETH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2HP GEAR BOX WORM WHEEL-10 TEETH,2HP GEAR BOX WORM WHEEL-10 TEETH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2HP HEAVY DUTY WATER SERVICING PUMP,2HP HEAVY DUTY WATER SERVICING PUMP,GENERAL,STORES AND SPARES-IND,NOS
"2HP MONOBLOCK-2900 RPM, TEXMO-TARO, 65X50MM ,16 METER/ 5.3 LPS, 3 PH","2HP MONOBLOCK-2900 RPM, TEXMO-TARO, 65X50MM ,16 METER/ 5.3 LPS, 3 PH",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2HP MOTOR END COVER (CONDITIONER BLOWER),2HP MOTOR END COVER (CONDITIONER BLOWER),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2HP/3P/RPM:1745/100X75 MM/WEG MONOBLOCK,2HP/3P/RPM:1745/100X75 MM/WEG MONOBLOCK,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2INCH Water strainer,2INCH Water strainer,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2M5407 GASKET FOR GMMCO GENSET,2M5407 GASKET FOR GMMCO GENSET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2M9780 O RING FOR 180 KVA GENERATOR,2M9780 O RING FOR 180 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2MP IP BULLET CAMERA UIVIEW 2.8 MM IPC 2122 LB â€“ 2F40A,2MP IP BULLET CAMERA UIVIEW 2.8 MM IPC 2122 LB â€“ 2F40A,GENERAL,STORES AND SPARES-IND,NOS
2MP IP DOME HIKVISION (DS-2CD-1323GOE-I),2MP IP DOME HIKVISION (DS-2CD-1323GOE-I),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"2ND STAGE GEAR FOR 52P -D112 M4, HP 5, RPM 140","2ND STAGE GEAR FOR 52P -D112 M4, HP 5, RPM 140",MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2ND STAGE GEAR for G22-10/02A4-309K,2ND STAGE GEAR for G22-10/02A4-309K,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2ND STAGE GEAR G22-10/D1A4-283M,2ND STAGE GEAR G22-10/D1A4-283M,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2ND STAGE PINION for G22-10/D2A4-309K,2ND STAGE PINION for G22-10/D2A4-309K,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2ND STAGE PINION G22-10/D1A4-283M,2ND STAGE PINION G22-10/D1A4-283M,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2P6132 GASKET FOR 180 KVA GENERATOR,2P6132 GASKET FOR 180 KVA GENERATOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2S2743 V BELT,2S2743 V BELT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2W LED PH,2W LED PH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2W3687 DIESEL PRESSURE GAUGE METER FOR 180 KVA GENSET,2W3687 DIESEL PRESSURE GAUGE METER FOR 180 KVA GENSET,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
2X4 HD 3 -ENAMOR DARK GREY (A) 600 x 1200,2X4 HD 3 -ENAMOR DARK GREY (A) 600 x 1200,GENERAL,STORES AND SPARES-IND,Box
2X4 WONDER 3-HAMILTON BIANCO POL (A) 600 x 1200,2X4 WONDER 3-HAMILTON BIANCO POL (A) 600 x 1200,GENERAL,STORES AND SPARES-IND,Box
3 CORE SHIELDED CABLE FLEXIBLE FOR RTD CABLE,3 CORE SHIELDED CABLE FLEXIBLE FOR RTD CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
3 H.P MONOBLOCK PUMP R.P.M 2800,3 H.P MONOBLOCK PUMP R.P.M 2800,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
3 HP GEARBOX WORM WHEEL-55TEETH AND PINION WHEEL -13TEETH,3 HP GEARBOX WORM WHEEL-55TEETH AND PINION WHEEL -13TEETH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
3 HP INDU MOTOR 3P/1440 RPM PM-112M/KIRLOSKAR,3 HP INDU MOTOR 3P/1440 RPM PM-112M/KIRLOSKAR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"3 HP INDU MOTOR, 3P/960 RPM, PM 112M/KIRLOSKAR","3 HP INDU MOTOR, 3P/960 RPM, PM 112M/KIRLOSKAR",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
3 HP MOTOR END COVER WITH OIL SEAL STEP (AND 6206 SITTING),3 HP MOTOR END COVER WITH OIL SEAL STEP (AND 6206 SITTING),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
3 HP MOTOR COVER WITH OIL SEAL STEP,3 HP MOTOR COVER WITH OIL SEAL STEP,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"3 HP, 3P, MONOBLOCK PUMP SET, 50X40 MM,2880 RPM,KIRLOSKAR","3 HP, 3P, MONOBLOCK PUMP SET, 50X40 MM,2880 RPM,KIRLOSKAR",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
