Material Name,Material Code,Item Category,Item Group,UOM
LG 8.5 TON DUCTABLE INDOOR UNIT CONDENSER COIL â€“ MODEL NO. JBNQ102L8A0,LG 8.5 TON DUCTABLE INDOOR UNIT CONDENSER COIL â€“ MODEL NO. JBNQ102L8A0,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LG IG 5 VFD,LG IG 5 VFD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LG MAKE DUCTABLE INDOOR UNIT BLOWER FAN MOTOR PART NO.CC3807,LG MAKE DUCTABLE INDOOR UNIT BLOWER FAN MOTOR PART NO.CC3807,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LG MAKE DUCTABLE INDOOR UNIT REMOTE (6711A20127T) PART NO.3850A281430,LG MAKE DUCTABLE INDOOR UNIT REMOTE (6711A20127T) PART NO.3850A281430,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LG-88 COMPRESSOR,LG-88 COMPRESSOR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LH LIMIT SWITCH FOR HOIST,LH LIMIT SWITCH FOR HOIST,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LHBL 100GL GLASS FOR 100W HIGHBAY,LHBL 100GL GLASS FOR 100W HIGHBAY,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LI-VALVE TOP AND BOTTOM PART NO.P43G400370,LI-VALVE TOP AND BOTTOM PART NO.P43G400370,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,Set
LID FOR FLASK,LID FOR FLASK,Q.C.,STORES AND SPARES-IND,NOS
LIDS FOR JUMBO CRATE,LIDS FOR JUMBO CRATE,PROCESSING CONSUMABLES,STORES AND SPARES-IND,NOS
"LIEBIG CONDENSER, 300MM - 24/29 ASGI","LIEBIG CONDENSER, 300MM - 24/29 ASGI",LAB ITEMS,STORES AND SPARES-IND,NOS
LIFT CYL SIDE 3660-CVM DANTAL P.NO.MH-39400020,LIFT CYL SIDE 3660-CVM DANTAL P.NO.MH-39400020,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFT CYLINDER ASSY PART NO.1362500 (SWARAJ),LIFT CYLINDER ASSY PART NO.1362500 (SWARAJ),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFT CYLINDER PART NO.517960 (SWARAJ),LIFT CYLINDER PART NO.517960 (SWARAJ),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFTER HYDRAULIC SOLENOID COIL 230V RAC M-CON MAKE (54716),LIFTER HYDRAULIC SOLENOID COIL 230V RAC M-CON MAKE (54716),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFTING BELT,LIFTING BELT,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFTING BELT â€“ 6 METER LENGTH,LIFTING BELT â€“ 6 METER LENGTH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIFTING CABLE â€“ SIDE BRUSH ASSY. P NO. 558441245-00,LIFTING CABLE â€“ SIDE BRUSH ASSY. P NO. 558441245-00,GENERAL,STORES AND SPARES-IND,NOS
LIFTING CABLE SB ASSY â€“ 558442094-00,LIFTING CABLE SB ASSY â€“ 558442094-00,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT DOOMS,LIGHT DOOMS,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT MTG WMT FRONT RH - P.NO.558441559-00,LIGHT MTG WMT FRONT RH - P.NO.558441559-00,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT PLASTIC SIEVE CLEANER,LIGHT PLASTIC SIEVE CLEANER,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT SHADOW ADJ 4L TR BL/BL PW.LED 3K C90 FL,LIGHT SHADOW ADJ 4L TR BL/BL PW.LED 3K C90 FL,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT SUSPENSION KIT â€“ 1 MTR LENGTH,LIGHT SUSPENSION KIT â€“ 1 MTR LENGTH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHT SUSPENSION KIT â€“ 10 MTR LENGTH,LIGHT SUSPENSION KIT â€“ 10 MTR LENGTH,CIVIL,STORES AND SPARES-IND,NOS
LIGHT SWITCH RHS - GX300D 38MM MH71500135,LIGHT SWITCH RHS - GX300D 38MM MH71500135,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTENING ARRESTER 33KV/10KA,LIGHTENING ARRESTER 33KV/10KA,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTING ARRESTER HEAVY DUTY (INDUSTRIAL),LIGHTING ARRESTER HEAVY DUTY (INDUSTRIAL),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTING ARRESTOR 9 KV,LIGHTING ARRESTOR 9 KV,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTNING ARRESTOR - 9 KV,LIGHTNING ARRESTOR - 9 KV,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTNING ARRESTORS - 9 KV . 5 K.A (OBLUM),LIGHTNING ARRESTORS - 9 KV . 5 K.A (OBLUM),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIGHTNING GREEN APEX EMULSION 9753 (ASIANPAINTS-LOGO),LIGHTNING GREEN APEX EMULSION 9753 (ASIANPAINTS-LOGO),GENERAL,STORES AND SPARES-IND,LTS
LIME STONE POWDER (WHITE SUNNAM),LIME STONE POWDER (WHITE SUNNAM),CIVIL,STORES AND SPARES-IND,KGS
LIMIT SWITCH (BOX TYPE),LIMIT SWITCH (BOX TYPE),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LIMIT SWITCH - BCH MAKE, MODEL : SP 20 S 1","LIMIT SWITCH - BCH MAKE, MODEL : SP 20 S 1",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - HL 5000,LIMIT SWITCH - HL 5000,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - HL 5030,LIMIT SWITCH - HL 5030,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - HL 5050,LIMIT SWITCH - HL 5050,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - HL 5300,LIMIT SWITCH - HL 5300,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - NLLI BCH,LIMIT SWITCH - NLLI BCH,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH - NLTPBA,LIMIT SWITCH - NLTPBA,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH -BCH-MAKE,LIMIT SWITCH -BCH-MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH -OMRON-MAKE,LIMIT SWITCH -OMRON-MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH 5TD SB PART NO.MH02106805,LIMIT SWITCH 5TD SB PART NO.MH02106805,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LIMIT SWITCH â€“ ID 15GW22-B, BALAJI MAKE","LIMIT SWITCH â€“ ID 15GW22-B, BALAJI MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH â€“ VL MINI/AZ 8108,LIMIT SWITCH â€“ VL MINI/AZ 8108,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH ELEMENT,LIMIT SWITCH ELEMENT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH FOR STRAPPING MACHINE,LIMIT SWITCH FOR STRAPPING MACHINE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH HL-5000 OMRON-MAKE,LIMIT SWITCH HL-5000 OMRON-MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH IP67/MODEL NO.JLSL 1-INCH T,LIMIT SWITCH IP67/MODEL NO.JLSL 1-INCH T,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH LEAVER,LIMIT SWITCH LEAVER,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH PART NO. MH 71500135,LIMIT SWITCH PART NO. MH 71500135,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH PART NO.P41ZS10010,LIMIT SWITCH PART NO.P41ZS10010,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LIMIT SWITCH PC 150/1-2A, 2NO+2NC","LIMIT SWITCH PC 150/1-2A, 2NO+2NC",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH PXC-M121 ROLLER VALVE,LIMIT SWITCH PXC-M121 ROLLER VALVE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH RXD-850,LIMIT SWITCH RXD-850,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIMIT SWITCH XCE118C TELEMECANIQUE,LIMIT SWITCH XCE118C TELEMECANIQUE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINE DORI,LINE DORI,CIVIL,STORES AND SPARES-IND,NOS
LINE EU/SA FO-401030,LINE EU/SA FO-401030,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINE FILTER - UD180 PLUS,LINE FILTER - UD180 PLUS,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINE TESTER,LINE TESTER,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINEAR ACTUATORS FD-60-100MM STROKE,LINEAR ACTUATORS FD-60-100MM STROKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINEAR ACTUATORS FD-60-300MM STROKE,LINEAR ACTUATORS FD-60-300MM STROKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINEAR PROFILE IP20 CODE RC4,LINEAR PROFILE IP20 CODE RC4,GENERAL,STORES AND SPARES-IND,MTRS
LINEN CLOTH,LINEN CLOTH,GENERAL,STORES AND SPARES-IND,MTRS
LINER (24PCS/SET) ZP125-C132,LINER (24PCS/SET) ZP125-C132,MECHANICAL - IMPORTED,STORES AND SPARES-IMP,NOS
LINER 3022157,LINER 3022157,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER ASSEMBLY FOR VILTER COMPRESSOR 456 XL1,LINER ASSEMBLY FOR VILTER COMPRESSOR 456 XL1,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER CYLINDER 3360400151 (KC),LINER CYLINDER 3360400151 (KC),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER CYLINDER PART NO - 3006089,LINER CYLINDER PART NO - 3006089,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER HIGHBAY WITH ACRYLIC LHBL100AW LED (100W),LINER HIGHBAY WITH ACRYLIC LHBL100AW LED (100W),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER SHIM 855,LINER SHIM 855,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER SHIM 855 (SWARAJ FD 30),LINER SHIM 855 (SWARAJ FD 30),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER SHIMS (SWARAJ FD30),LINER SHIMS (SWARAJ FD30),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINER SHIMS FOR RB33 ENGINE SPARE,LINER SHIMS FOR RB33 ENGINE SPARE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LINER,UI,UNIVERSAL,LOW PRESSURE DROP,GW P.NO.51902295","LINER,UI,UNIVERSAL,LOW PRESSURE DROP,GW P.NO.51902295",LAB ITEMS,STORES AND SPARES-IND,NOS
LINER-O-RING,LINER-O-RING,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINERS â€“ 53DE0005,LINERS â€“ 53DE0005,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINERS INTEGRATED LED,LINERS INTEGRATED LED,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
LINERS RB33 ENGINE SPARE,LINERS RB33 ENGINE SPARE,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINING MH02215914,LINING MH02215914,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CHAIN 1 INCH,LINK - CHAIN 1 INCH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CONNECTING 1 1/2 INCH PT DUPLEX,LINK - CONNECTING 1 1/2 INCH PT DUPLEX,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CONNECTING 1 1/4 INCH PT DUPLEX,LINK - CONNECTING 1 1/4 INCH PT DUPLEX,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CONNECTING 3/4 INCH PT ROLLER,LINK - CONNECTING 3/4 INCH PT ROLLER,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CONNECTING 5/8 INCH PT DUPLEX,LINK - CONNECTING 5/8 INCH PT DUPLEX,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CRANK 1 1/4 INCH PT DUPLEX,LINK - CRANK 1 1/4 INCH PT DUPLEX,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - CRANK 3/4 INCH PT DUPLEX,LINK - CRANK 3/4 INCH PT DUPLEX,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - PITCH DUPLEX CONNECTING 2 INCH,LINK - PITCH DUPLEX CONNECTING 2 INCH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - PITCH DUPLEX CONNECTING 3/4 INCH,LINK - PITCH DUPLEX CONNECTING 3/4 INCH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK - PITCH DUPLEX CONNECTING 5/8 INCH,LINK - PITCH DUPLEX CONNECTING 5/8 INCH,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK -[GX] MH02351900,LINK -[GX] MH02351900,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK MESH 10G,LINK MESH 10G,GENERAL,STORES AND SPARES-IND,SFT
LINK PART NO.107292,LINK PART NO.107292,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LINK W2173700014,LINK W2173700014,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIP INNER 750 ( 553350577-00),LIP INNER 750 ( 553350577-00),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIP OUTER 750 ( 553350578-00),LIP OUTER 750 ( 553350578-00),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIP RING SET FOR SANITARY,LIP RING SET FOR SANITARY,GENERAL,STORES AND SPARES-IND,NOS
LIP SEAL KIT PART NO 1616574280,LIP SEAL KIT PART NO 1616574280,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIQMIN H,LIQMIN H,HAT - LARVAL,STORES AND SPARES-IND,LTS
"LIQUID CH,ORINE 7%","LIQUID CH,ORINE 7%",Q.C.,STORES AND SPARES-IND,LTS
LIQUID CHLORINE 7%,LIQUID CHLORINE 7%,LAB ITEMS,STORES AND SPARES-IND,LTS
LIQUID DRAIN TRAP,LIQUID DRAIN TRAP,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,Set
LIQUID HARDENER,LIQUID HARDENER,GENERAL,STORES AND SPARES-IND,NOS
LIQUID LINE FILTER DRIYER 1/2 SAC. MODEL NO. DCH164F,LIQUID LINE FILTER DRIYER 1/2 SAC. MODEL NO. DCH164F,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIQUID SOLENOID COIL 5804E,LIQUID SOLENOID COIL 5804E,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LIQUOR AMMONIA (2.5 LTRS),LIQUOR AMMONIA (2.5 LTRS),Q.C.,STORES AND SPARES-IND,NOS
LIS IRON AGAR M 1064,LIS IRON AGAR M 1064,Q.C.,STORES AND SPARES-IND,Gram
LISTERIA ENRICHMENT BROTH M 888,LISTERIA ENRICHMENT BROTH M 888,Q.C.,STORES AND SPARES-IND,GRAM/LITRE
LISTERIA INDENTIFICATION REPORT,LISTERIA INDENTIFICATION REPORT,STATIONERY,STORES AND SPARES-IND,NOS
LITHIUM CARBONATE,LITHIUM CARBONATE,LAB ITEMS,STORES AND SPARES-IND,Gram
LIV-52 LIQUID 1000ML,LIV-52 LIQUID 1000ML,GENERAL,STORES AND SPARES-IND,NOS
LIV-52 PET 200ML,LIV-52 PET 200ML,GENERAL,STORES AND SPARES-IND,NOS
LIV-53 REV 200ML,LIV-53 REV 200ML,GENERAL,STORES AND SPARES-IND,NOS
LIVE END CODE RMT,LIVE END CODE RMT,GENERAL,STORES AND SPARES-IND,NOS
LIVING AREA BLACKOUT,LIVING AREA BLACKOUT,GENERAL,STORES AND SPARES-IND,MTRS
LIVING AREA MAIN CURTAIN,LIVING AREA MAIN CURTAIN,GENERAL,STORES AND SPARES-IND,MTRS
LIVING AREA SHEER CURTAIN,LIVING AREA SHEER CURTAIN,GENERAL,STORES AND SPARES-IND,MTRS
LIVING CITY COUNTER TOP WASH BASIN 800X460MM,LIVING CITY COUNTER TOP WASH BASIN 800X460MM,GENERAL,STORES AND SPARES-IND,NOS
LIXEN PALATAB 600MG,LIXEN PALATAB 600MG,GENERAL,STORES AND SPARES-IND,NOS
LIZOL - FLOOR CKEANER,LIZOL - FLOOR CKEANER,GENERAL,STORES AND SPARES-IND,NOS
LIZOL DISINFECTANT 5 LTR,LIZOL DISINFECTANT 5 LTR,GENERAL,STORES AND SPARES-IND,NOS
LLOYD AC : LS19A3 LR 1.5 TON,LLOYD AC : LS19A3 LR 1.5 TON,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LLOYD AC COMPRESSOR 220V, 50HZ â€“ ASM125V1 VFT, GMCC - MAKE","LLOYD AC COMPRESSOR 220V, 50HZ â€“ ASM125V1 VFT, GMCC - MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LM CARD RZ SYSTEM (ATL-CRD-AP 0001300),LM CARD RZ SYSTEM (ATL-CRD-AP 0001300),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LM PRO TEMPERATURE HUMIDITY CODE 4110-40,LM PRO TEMPERATURE HUMIDITY CODE 4110-40,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL 2 TON MODEL:CZL803-M,LOAD CELL 2 TON MODEL:CZL803-M,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL 200 KG FOR DS 215,LOAD CELL 200 KG FOR DS 215,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL 3 KG,LOAD CELL 3 KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL â€“ 150 KG,LOAD CELL â€“ 150 KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LOAD CELL â€“ MODEL NO. RL5426, CAPACITY-40 TON, RICE LAKE MAKE","LOAD CELL â€“ MODEL NO. RL5426, CAPACITY-40 TON, RICE LAKE MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL CABLE,LOAD CELL CABLE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
LOAD CELL JUNCTION BOX (ADIARTECH),LOAD CELL JUNCTION BOX (ADIARTECH),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL JUNCTION BOX 4-INPUT 1-OUTPUT,LOAD CELL JUNCTION BOX 4-INPUT 1-OUTPUT,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LOAD CELL MODULE â€“ DVP01LC, DELTA MAKE","LOAD CELL MODULE â€“ DVP01LC, DELTA MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"LOAD CELL MODULE â€“ DVP02LC-SL, DELTA MAKE","LOAD CELL MODULE â€“ DVP02LC-SL, DELTA MAKE",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL MOUNTING BOLTS M12 X 1.25 THREAD,LOAD CELL MOUNTING BOLTS M12 X 1.25 THREAD,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELL MOUNTING BREAKER (ADIARTECH - 30310),LOAD CELL MOUNTING BREAKER (ADIARTECH - 30310),ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"Load Cell, Make : Minebea, Model: CB14-100K-B","Load Cell, Make : Minebea, Model: CB14-100K-B",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
"Load Cell, Make : Minebea, Model: U3B1-100K-B","Load Cell, Make : Minebea, Model: U3B1-100K-B",ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 1000KG,LOAD CELLS - 1000KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 100KG,LOAD CELLS - 100KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 100KG S-TYPE,LOAD CELLS - 100KG S-TYPE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 1500KG,LOAD CELLS - 1500KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 200KG,LOAD CELLS - 200KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 300KG,LOAD CELLS - 300KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 350 KG S-TYPE,LOAD CELLS - 350 KG S-TYPE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 400KG,LOAD CELLS - 400KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 500KG,LOAD CELLS - 500KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 50KG,LOAD CELLS - 50KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CELLS - 6KG,LOAD CELLS - 6KG,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN HOOK P.NO.116,LOAD CHAIN HOOK P.NO.116,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN P.NO.126,LOAD CHAIN P.NO.126,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,MTRS
LOAD CHAIN P.NO.370,LOAD CHAIN P.NO.370,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN STRIPPING FORK P.NO.41,LOAD CHAIN STRIPPING FORK P.NO.41,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN STRIPPING FORK P.NO.41 (CODE-20145),LOAD CHAIN STRIPPING FORK P.NO.41 (CODE-20145),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN WHEEL P NO N3,LOAD CHAIN WHEEL P NO N3,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN WHEEL P.NO 19,LOAD CHAIN WHEEL P.NO 19,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD CHAIN WHEEL P.NO 19 (CODE-20136),LOAD CHAIN WHEEL P.NO 19 (CODE-20136),MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD MANAGER - ELEMEASURE MAKE MODEL LG 5310,LOAD MANAGER - ELEMEASURE MAKE MODEL LG 5310,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD MANAGER CONTROL FOR CMD 800/5A,LOAD MANAGER CONTROL FOR CMD 800/5A,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD MONITORING RELAY - CCS D2 MINILAC MAKE,LOAD MONITORING RELAY - CCS D2 MINILAC MAKE,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD ROLLER WHEEL 70X80,LOAD ROLLER WHEEL 70X80,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD SPRING - HOIST,LOAD SPRING - HOIST,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD SPRING - W100-6107,LOAD SPRING - W100-6107,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOAD WHEEL MH796723023,LOAD WHEEL MH796723023,GENERAL,STORES AND SPARES-IND,NOS
LOAD WHEEL P.NO. 31162701SD00008,LOAD WHEEL P.NO. 31162701SD00008,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOADING TRACKER MATERIAL BOOK,LOADING TRACKER MATERIAL BOOK,STATIONERY,STORES AND SPARES-IND,NOS
LOADING UNLOADING PISTON GUIDE FOR VILTER COMP 456 XL1,LOADING UNLOADING PISTON GUIDE FOR VILTER COMP 456 XL1,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOADING UNLOADING PISTON O RINGS FOR VILTER COMP 456 XL1,LOADING UNLOADING PISTON O RINGS FOR VILTER COMP 456 XL1,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCATING BEARING PART NO.MH02010265,LOCATING BEARING PART NO.MH02010265,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCATING PIECE 1302774,LOCATING PIECE 1302774,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCATING RINGS FRB 13.5/200,LOCATING RINGS FRB 13.5/200,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCATION ROUND TAG FOR GUARD PATROL DEVICE,LOCATION ROUND TAG FOR GUARD PATROL DEVICE,GENERAL,STORES AND SPARES-IND,NOS
LOCK,LOCK,GENERAL,STORES AND SPARES-IND,NOS
LOCK GRIP PLAIR,LOCK GRIP PLAIR,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK INSERT 2468000,LOCK INSERT 2468000,ELECTRICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK KIT - FORKLIFT,LOCK KIT - FORKLIFT,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT 5/16,LOCK NUT 5/16,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT KM-11,LOCK NUT KM-11,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT KM-13,LOCK NUT KM-13,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT KM-15,LOCK NUT KM-15,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT KM-17,LOCK NUT KM-17,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
LOCK NUT KM-18,LOCK NUT KM-18,MECHANICAL - INDIGENOUS,STORES AND SPARES-IND,NOS
